trade_id,direction,signal_time,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,lot_size,commission,spread_cost,slippage_cost,gross_profit,net_profit,profit_pips,exit_reason,holding_bars,confidence,prediction_class,session,atr_at_entry
d636e18f,BUY,2022-11-29 05:00:00+00:00,2022-11-29 05:15:00+00:00,2022-11-29 06:45:00+00:00,1.03628,1.03879,1.03648,1.03879,1.81,12.67,10.0,3.5275,454.31,440.7825,25.1,tp,6,0.6174516081809998,2,asian,0.0008367053287242362
03a37cac,BUY,2022-11-29 06:15:00+00:00,2022-11-29 06:30:00+00:00,2022-11-29 08:45:00+00:00,1.03768,1.0365,1.0365,1.04005,1.91,13.37,10.0,2.9279,-225.38,-238.3079,-11.8,sl,9,0.7312776446342468,2,asian,0.0007892061559506653
7166740b,BUY,2022-12-05 02:45:00+00:00,2022-12-05 03:00:00+00:00,2022-12-05 03:30:00+00:00,1.05446,1.05685,1.05466,1.05685,1.86,13.02,10.0,5.1874,444.54,429.3526,23.9,tp,2,0.8650078177452087,2,asian,0.0007959698716822879
d0c2fb31,BUY,2022-12-05 03:00:00+00:00,2022-12-05 03:15:00+00:00,2022-12-05 05:00:00+00:00,1.05502,1.05763,1.05522,1.05763,1.88,13.16,10.0,4.1523,490.68,476.5277,26.1,tp,7,0.6297286748886108,2,asian,0.0008698291665621244
74cb2391,BUY,2022-12-05 07:00:00+00:00,2022-12-05 07:15:00+00:00,2022-12-05 08:00:00+00:00,1.05826,1.05726,1.05726,1.06026,2.3,16.1,10.0,11.0074,-230.0,-251.0074,-10.0,sl,3,0.7382386922836304,2,london,0.0006668162640953202
1fb3806f,BUY,2022-12-05 03:15:00+00:00,2022-12-05 03:30:00+00:00,2022-12-05 09:45:00+00:00,1.05639,1.05503,1.05503,1.0591,1.72,12.04,10.0,5.6075,-233.92,-249.5275,-13.6,sl,25,0.6623004674911499,2,asian,0.0009041270832362557
447169e9,BUY,2022-12-05 04:15:00+00:00,2022-12-05 04:30:00+00:00,2022-12-05 09:45:00+00:00,1.0562,1.05494,1.05494,1.05871,1.78,12.46,10.0,0.0,-224.28,-234.28,-12.6,sl,21,0.8673610091209412,2,asian,0.0008376851734774817
157b813c,SELL,2022-12-12 02:45:00+00:00,2022-12-12 03:00:00+00:00,2022-12-12 08:45:00+00:00,1.05121,1.05224,1.05224,1.04916,2.25,15.75,10.0,4.499,-231.75,-246.249,-10.3,sl,23,0.7524118423461914,0,asian,0.0006847079868295552
8acac944,SELL,2022-12-12 06:45:00+00:00,2022-12-12 07:00:00+00:00,2022-12-12 08:45:00+00:00,1.05142,1.05227,1.05227,1.04971,2.74,19.18,10.0,10.2287,-232.9,-253.1287,-8.5,sl,7,0.6339189410209656,0,london,0.0005697522818564088
5e5244b9,BUY,2022-12-13 02:15:00+00:00,2022-12-13 02:30:00+00:00,2022-12-13 06:15:00+00:00,1.05402,1.05312,1.05312,1.05581,2.52,17.64,10.0,1.9787,-226.8,-238.7787,-9.0,sl,15,0.6178021430969238,2,asian,0.0005972583125030888
36d94b98,BUY,2022-12-19 03:30:00+00:00,2022-12-19 03:45:00+00:00,2022-12-19 08:30:00+00:00,1.06021,1.06233,1.06041,1.06233,2.08,14.56,10.0,5.8776,440.96,425.0824,21.2,tp,19,0.6132954359054565,2,asian,0.0007054921880382377
11a38676,BUY,2022-12-19 08:00:00+00:00,2022-12-19 08:15:00+00:00,2022-12-19 08:30:00+00:00,1.06076,1.06262,1.06096,1.06262,2.58,18.06,10.0,14.4948,479.88,455.3852,18.6,tp,1,0.773596465587616,2,london,0.000619628164188228
283efcc7,BUY,2022-12-19 08:15:00+00:00,2022-12-19 08:30:00+00:00,2022-12-19 10:15:00+00:00,1.06192,1.06399,1.06088,1.06399,2.33,16.31,10.0,2.3908,482.31,469.9192,20.7,tp,7,0.6129575967788696,2,london,0.0006903690096033625
c3d7e181,BUY,2022-12-19 09:45:00+00:00,2022-12-19 10:00:00+00:00,2022-12-19 11:00:00+00:00,1.06257,1.06489,1.06141,1.06489,2.03,14.21,10.0,3.3605,470.96,457.5995,23.2,tp,4,0.9001169204711914,2,london,0.0007726075576070711
05e2884c,BUY,2022-12-19 08:45:00+00:00,2022-12-19 09:00:00+00:00,2022-12-19 11:15:00+00:00,1.06303,1.06518,1.06196,1.06518,2.19,15.33,10.0,0.5141,470.85,460.3359,21.5,tp,9,0.7623024582862854,2,london,0.0007162365439947412
c5111613,BUY,2022-12-19 10:30:00+00:00,2022-12-19 10:45:00+00:00,2022-12-19 11:45:00+00:00,1.06327,1.06191,1.06191,1.06598,1.78,12.46,10.0,6.4175,-242.08,-258.4975,-13.6,sl,4,0.6284139752388,2,london,0.0009037677857371617
d4bda3f6,BUY,2022-12-19 11:00:00+00:00,2022-12-19 11:15:00+00:00,2022-12-19 11:45:00+00:00,1.06445,1.06297,1.06297,1.06742,1.67,11.69,10.0,7.08,-247.16,-264.24,-14.8,sl,2,0.7224574089050293,2,london,0.0009897793662733796
bc359200,SELL,2022-12-26 16:30:00+00:00,2022-12-26 16:45:00+00:00,2022-12-26 23:00:00+00:00,1.06281,1.06356,1.06356,1.06131,3.24,22.68,10.0,4.229,-243.0,-257.229,-7.5,sl,25,0.6265910863876343,0,newyork,0.0005000655987551992
5e5aa28e,SELL,2022-12-26 09:30:00+00:00,2022-12-26 09:45:00+00:00,2022-12-27 01:15:00+00:00,1.06281,1.06374,1.06374,1.06095,2.45,17.15,10.0,8.8711,-227.85,-246.7211,-9.3,sl,62,0.8973022103309631,0,london,0.0006212863065564779
389267a2,SELL,2023-01-02 09:00:00+00:00,2023-01-02 09:15:00+00:00,2023-01-02 10:45:00+00:00,1.06832,1.06972,1.06972,1.06552,1.64,11.48,10.0,3.6949,-229.6,-243.2949,-14.0,sl,6,0.7037869095802307,0,london,0.0009328030610008491
02fa99bb,SELL,2023-01-02 08:45:00+00:00,2023-01-02 09:00:00+00:00,2023-01-02 17:45:00+00:00,1.06906,1.06628,1.06886,1.06628,1.67,11.69,10.0,0.1932,464.26,454.0668,27.8,tp,35,0.7022192478179932,0,london,0.0009268648349239776
a27783e3,BUY,2023-01-03 01:15:00+00:00,2023-01-03 01:30:00+00:00,2023-01-03 03:15:00+00:00,1.06655,1.0655,1.0655,1.06865,2.27,15.89,10.0,8.7207,-238.35,-257.0707,-10.5,sl,7,0.8585413098335266,2,asian,0.0006984497365763538
cf7ebe93,BUY,2023-01-09 00:45:00+00:00,2023-01-09 01:00:00+00:00,2023-01-09 01:45:00+00:00,1.0641,1.06618,1.0643,1.06618,2.22,15.54,10.0,6.397,461.76,445.363,20.8,tp,3,0.8452835083007812,2,asian,0.0006916865626651409
783f9521,BUY,2023-01-09 01:00:00+00:00,2023-01-09 01:15:00+00:00,2023-01-09 03:30:00+00:00,1.06476,1.06693,1.06368,1.06693,2.18,15.26,10.0,0.0,473.06,463.06,21.7,tp,9,0.6209471821784973,2,asian,0.000722994665331906
9d32470d,BUY,2023-01-09 01:30:00+00:00,2023-01-09 01:45:00+00:00,2023-01-09 04:45:00+00:00,1.06557,1.06775,1.06448,1.06775,2.12,14.84,10.0,4.8948,462.16,447.2652,21.8,tp,12,0.7010172009468079,2,asian,0.0007276331553116829
4e9c6915,BUY,2023-01-09 03:00:00+00:00,2023-01-09 03:15:00+00:00,2023-01-09 08:15:00+00:00,1.06611,1.06843,1.06495,1.06843,2.01,14.07,10.0,9.1945,466.32,447.1255,23.2,tp,20,0.7230148315429688,2,asian,0.0007736960528187757
89099429,BUY,2023-01-09 03:45:00+00:00,2023-01-09 04:00:00+00:00,2023-01-09 09:15:00+00:00,1.06688,1.06919,1.06573,1.06919,2.05,14.35,10.0,11.3796,473.55,452.1704,23.1,tp,21,0.6020122766494751,2,asian,0.000768739150161399
70db374a,BUY,2023-01-09 05:45:00+00:00,2023-01-09 06:00:00+00:00,2023-01-09 09:15:00+00:00,1.0669,1.06902,1.06584,1.06902,2.28,15.96,10.0,6.6851,483.36,466.6749,21.2,tp,13,0.81685870885849,2,asian,0.0007057869400287058
a5ff7820,BUY,2023-01-09 08:45:00+00:00,2023-01-09 09:00:00+00:00,2023-01-09 09:30:00+00:00,1.06835,1.0674,1.0674,1.07025,2.68,18.76,10.0,5.9279,-254.6,-270.5279,-9.5,sl,2,0.6599171161651611,2,london,0.000632344162743698
ec745221,BUY,2023-01-10 02:30:00+00:00,2023-01-10 02:45:00+00:00,2023-01-10 07:30:00+00:00,1.07238,1.07439,1.07137,1.07439,2.48,17.36,10.0,1.2794,498.48,487.2006,20.1,tp,19,0.8024024367332458,2,asian,0.0006712602085392238
93810227,BUY,2023-01-10 03:00:00+00:00,2023-01-10 03:15:00+00:00,2023-01-10 11:15:00+00:00,1.07285,1.07491,1.07182,1.07491,2.53,17.71,10.0,2.4703,521.18,508.7097,20.6,tp,32,0.6337161064147949,2,asian,0.0006868519145057546
81e74f75,BUY,2023-01-10 04:30:00+00:00,2023-01-10 04:45:00+00:00,2023-01-10 11:15:00+00:00,1.07258,1.07488,1.07143,1.07488,2.19,15.33,10.0,5.1407,503.7,488.5593,23.0,tp,26,0.7984076142311096,2,asian,0.0007676850356520666
7b833dba,BUY,2023-01-10 09:15:00+00:00,2023-01-10 09:30:00+00:00,2023-01-10 11:15:00+00:00,1.07263,1.07479,1.07155,1.07479,2.45,17.15,10.0,6.5096,529.2,512.6904,21.6,tp,7,0.8126952648162842,2,london,0.0007189429195426917
1a928460,SELL,2023-01-10 12:00:00+00:00,2023-01-10 12:15:00+00:00,2023-01-10 15:30:00+00:00,1.07422,1.07139,1.07564,1.07139,1.9,13.3,10.0,6.7406,537.7,520.9594,28.3,tp,13,0.6938876509666443,0,london,0.0009444400990600362
b2232f48,SELL,2023-01-10 13:15:00+00:00,2023-01-10 13:30:00+00:00,2023-01-10 15:30:00+00:00,1.07393,1.07134,1.07523,1.07134,2.01,14.07,10.0,1.5442,520.59,509.0458,25.9,tp,8,0.6884775161743164,0,overlap,0.000863932880831434
8291aec1,SELL,2023-01-10 12:45:00+00:00,2023-01-10 13:00:00+00:00,2023-01-10 16:15:00+00:00,1.07351,1.07484,1.07484,1.07085,2.06,14.42,10.0,3.5654,-273.98,-287.5454,-13.3,sl,13,0.6814115047454834,0,overlap,0.0008850345836861837
f857dc29,BUY,2023-01-16 01:15:00+00:00,2023-01-16 01:30:00+00:00,2023-01-16 02:45:00+00:00,1.08228,1.08423,1.0813,1.08423,2.91,20.37,10.0,2.6667,567.45,554.7833,19.5,tp,5,0.7634453177452087,2,asian,0.0006511418778678207
a328d6e4,BUY,2023-01-16 01:45:00+00:00,2023-01-16 02:00:00+00:00,2023-01-16 03:00:00+00:00,1.08239,1.08445,1.08136,1.08445,2.85,19.95,10.0,1.5291,587.1,575.5709,20.6,tp,4,0.703879177570343,2,asian,0.0006856784559166497
9529ece6,BUY,2023-01-16 02:15:00+00:00,2023-01-16 02:30:00+00:00,2023-01-16 03:30:00+00:00,1.08331,1.08538,1.08351,1.08538,2.73,19.11,10.0,6.9302,565.11,548.1798,20.7,tp,4,0.6221999526023865,2,asian,0.0006886717298464883
006cec57,BUY,2023-01-16 03:15:00+00:00,2023-01-16 03:30:00+00:00,2023-01-16 03:45:00+00:00,1.0847,1.08683,1.08363,1.08683,2.79,19.53,10.0,0.0,594.27,584.27,21.3,tp,1,0.8051705956459045,2,asian,0.0007104564055639731
3e1c8604,BUY,2023-01-16 04:00:00+00:00,2023-01-16 04:15:00+00:00,2023-01-16 05:30:00+00:00,1.08706,1.08592,1.08592,1.08934,2.57,17.99,10.0,6.3496,-292.98,-309.3296,-11.4,sl,5,0.7389222979545593,2,asian,0.0007596875812769955
fde19275,BUY,2023-01-16 03:30:00+00:00,2023-01-16 03:45:00+00:00,2023-01-16 08:30:00+00:00,1.08552,1.08432,1.08432,1.08791,2.73,19.11,10.0,4.0002,-327.6,-341.6002,-12.0,sl,19,0.7056751251220703,2,asian,0.0007975666623094026
5ff1984e,BUY,2023-01-23 00:30:00+00:00,2023-01-23 00:45:00+00:00,2023-01-23 02:45:00+00:00,1.08636,1.08819,1.08656,1.08819,3.1,21.7,10.0,9.566,567.3,547.734,18.3,tp,8,0.663505494594574,2,asian,0.0006095073487352314
bc7c33fc,BUY,2023-01-23 01:45:00+00:00,2023-01-23 02:00:00+00:00,2023-01-23 02:45:00+00:00,1.08657,1.08832,1.08677,1.08832,3.43,24.01,10.0,5.2139,600.25,585.0361,17.5,tp,3,0.7568583488464355,2,asian,0.0005821615659285218
381e263e,BUY,2023-01-23 02:15:00+00:00,2023-01-23 02:30:00+00:00,2023-01-23 02:45:00+00:00,1.08694,1.08871,1.08605,1.08871,3.35,23.45,10.0,8.0039,592.95,574.9461,17.7,tp,1,0.7785764336585999,2,asian,0.0005905882889894007
df799f09,BUY,2023-01-23 07:00:00+00:00,2023-01-23 07:15:00+00:00,2023-01-23 08:45:00+00:00,1.08929,1.09113,1.08837,1.09113,3.38,23.66,10.0,2.9768,621.92,608.9432,18.4,tp,6,0.7407087683677673,2,london,0.0006119870022639827
6142a8a1,BUY,2023-01-23 03:15:00+00:00,2023-01-23 03:30:00+00:00,2023-01-23 09:00:00+00:00,1.08952,1.09169,1.08843,1.09169,2.96,20.72,10.0,3.803,642.32,628.517,21.7,tp,22,0.6899286508560181,2,asian,0.0007238554800558504
10541639,BUY,2023-01-23 04:45:00+00:00,2023-01-23 05:00:00+00:00,2023-01-23 09:00:00+00:00,1.08939,1.09144,1.08837,1.09144,3.14,21.98,10.0,2.7668,643.7,630.9332,20.5,tp,16,0.7245602011680603,2,asian,0.0006829687773367312
000703df,BUY,2023-01-23 08:45:00+00:00,2023-01-23 09:00:00+00:00,2023-01-23 13:15:00+00:00,1.09027,1.08898,1.08898,1.09285,2.93,20.51,10.0,9.582,-377.97,-397.552,-12.9,sl,17,0.8665086627006531,2,london,0.0008599198578517916
95c02825,BUY,2023-01-23 09:15:00+00:00,2023-01-23 09:30:00+00:00,2023-01-23 13:30:00+00:00,1.08961,1.08824,1.08824,1.09234,2.36,16.52,10.0,7.9827,-323.32,-341.3027,-13.7,sl,16,0.7785883545875549,2,london,0.0009100839590660881
b5786a0e,BUY,2023-01-30 02:30:00+00:00,2023-01-30 02:45:00+00:00,2023-01-30 03:00:00+00:00,1.0872,1.08648,1.08648,1.08864,4.42,30.94,10.0,6.4622,-318.24,-334.7022,-7.2,sl,1,0.7647812366485596,2,asian,0.00047945514581670306
44469649,SELL,2023-01-31 09:45:00+00:00,2023-01-31 10:00:00+00:00,2023-01-31 10:00:00+00:00,1.08417,1.08397,1.08397,1.08198,3.93,27.51,10.0,14.9908,78.6,53.6092,2.0,sl,0,0.736969530582428,0,london,0.0007299997413352555
bd5525e1,BUY,2023-01-31 10:00:00+00:00,2023-01-31 10:15:00+00:00,2023-01-31 10:45:00+00:00,1.08159,1.08042,1.08042,1.08394,2.89,20.23,10.0,4.903,-338.13,-353.033,-11.7,sl,2,0.6919687986373901,2,london,0.0007821426169541671
19b7d07a,BUY,2023-02-06 00:00:00+00:00,2023-02-06 00:15:00+00:00,2023-02-06 11:00:00+00:00,1.07873,1.07738,1.07738,1.08143,2.27,15.89,10.0,6.861,-306.45,-323.311,-13.5,sl,43,0.6894357204437256,2,asian,0.0008997350763738368
7cfce42d,BUY,2023-02-06 02:30:00+00:00,2023-02-06 02:45:00+00:00,2023-02-06 11:00:00+00:00,1.07847,1.0773,1.0773,1.0808,2.64,18.48,10.0,5.9228,-308.88,-324.8028,-11.7,sl,33,0.7497357130050659,2,asian,0.0007770164572313433
2adf48c2,BUY,2023-02-06 09:45:00+00:00,2023-02-06 10:00:00+00:00,2023-02-06 11:15:00+00:00,1.07815,1.07713,1.07713,1.0802,3.27,22.89,10.0,4.3343,-333.54,-347.8743,-10.2,sl,5,0.6927268505096436,2,london,0.0006832479709301223
83d6ca8b,SELL,2023-02-13 00:00:00+00:00,2023-02-13 00:15:00+00:00,2023-02-13 03:15:00+00:00,1.06781,1.06624,1.06761,1.06624,3.85,26.95,10.0,11.9485,604.45,582.5015,15.7,tp,12,0.8054105639457703,0,asian,0.0005236614718338816
2afe69bf,SELL,2023-02-13 01:45:00+00:00,2023-02-13 02:00:00+00:00,2023-02-13 03:30:00+00:00,1.06751,1.06591,1.06831,1.06591,4.06,28.42,10.0,9.5198,649.6,630.0802,16.0,tp,6,0.7239952087402344,0,asian,0.0005335030320936097
dd887896,SELL,2023-02-13 02:45:00+00:00,2023-02-13 03:00:00+00:00,2023-02-13 09:00:00+00:00,1.06715,1.06796,1.06796,1.06552,3.9,27.3,10.0,0.8016,-315.9,-326.7016,-8.1,sl,24,0.7900869250297546,0,asian,0.0005431179742717814
19ff9baf,BUY,2023-02-14 01:00:00+00:00,2023-02-14 01:15:00+00:00,2023-02-14 06:15:00+00:00,1.07234,1.07379,1.07161,1.07379,4.17,29.19,10.0,3.8005,604.65,590.8495,14.5,tp,20,0.7174929976463318,2,asian,0.0004842584144644851
b0a07af7,BUY,2023-02-14 08:15:00+00:00,2023-02-14 08:30:00+00:00,2023-02-14 09:30:00+00:00,1.07373,1.07313,1.07313,1.07493,5.42,37.94,10.0,6.285,-325.2,-341.485,-6.0,sl,4,0.6122431755065918,2,london,0.0004015896871147174
efd3bffa,SELL,2023-02-20 00:45:00+00:00,2023-02-20 01:00:00+00:00,2023-02-20 09:15:00+00:00,1.06881,1.06978,1.06978,1.06686,3.27,22.89,10.0,7.3495,-317.19,-334.5395,-9.7,sl,33,0.6098642349243164,0,asian,0.000649705184401597
c48e726f,BUY,2023-02-21 00:15:00+00:00,2023-02-21 00:30:00+00:00,2023-02-21 02:00:00+00:00,1.06838,1.06795,1.06795,1.06924,7.48,52.36,10.0,0.9547,-321.64,-332.5947,-4.3,sl,6,0.6802794337272644,2,asian,0.000286902371853305
df9e120c,SELL,2023-02-27 08:00:00+00:00,2023-02-27 08:15:00+00:00,2023-02-27 09:15:00+00:00,1.05427,1.05503,1.05503,1.05275,4.2,29.4,10.0,0.0,-319.2,-329.2,-7.6,sl,4,0.7114160060882568,0,london,0.0005057454555352616
d1b3e71d,SELL,2023-02-27 07:00:00+00:00,2023-02-27 07:15:00+00:00,2023-02-27 10:00:00+00:00,1.05462,1.05532,1.05532,1.05322,4.59,32.13,10.0,0.0,-321.3,-331.3,-7.0,sl,11,0.633634626865387,0,london,0.0004659870949841583
778717ae,SELL,2023-03-06 03:45:00+00:00,2023-03-06 04:00:00+00:00,2023-03-06 04:30:00+00:00,1.06349,1.06435,1.06435,1.06176,3.52,24.64,10.0,4.7867,-302.72,-317.5067,-8.6,sl,2,0.6218847036361694,0,asian,0.0005763959676921105
200cd273,SELL,2023-03-07 04:00:00+00:00,2023-03-07 04:15:00+00:00,2023-03-07 10:00:00+00:00,1.06904,1.06741,1.06884,1.06741,3.52,24.64,10.0,4.6904,573.76,559.0696,16.3,tp,23,0.7475218772888184,0,asian,0.0005439568296145796
3ec420c0,SELL,2023-03-07 09:45:00+00:00,2023-03-07 10:00:00+00:00,2023-03-07 11:00:00+00:00,1.06839,1.06658,1.06819,1.06658,3.65,25.55,10.0,6.0357,660.65,644.6143,18.1,tp,4,0.7334733009338379,0,london,0.0006047748805324583
1de019ec,SELL,2023-03-07 10:45:00+00:00,2023-03-07 11:00:00+00:00,2023-03-07 14:30:00+00:00,1.06721,1.06521,1.06821,1.06521,3.16,22.12,10.0,2.691,632.0,619.309,20.0,tp,14,0.9303018450737,0,london,0.0006681295648398534
35fa0fc3,SELL,2023-03-07 11:15:00+00:00,2023-03-07 11:30:00+00:00,2023-03-07 15:15:00+00:00,1.06614,1.06717,1.06717,1.06407,3.04,21.28,10.0,1.3273,-313.12,-324.4473,-10.3,sl,15,0.6675155758857727,0,london,0.000689050492132324
495eaf4b,SELL,2023-03-07 13:15:00+00:00,2023-03-07 13:30:00+00:00,2023-03-07 16:30:00+00:00,1.06673,1.06451,1.06653,1.06451,2.84,19.88,10.0,0.0,630.48,620.48,22.2,tp,12,0.8955620527267456,0,overlap,0.000739636033459315
5dcec6e7,SELL,2023-03-07 14:45:00+00:00,2023-03-07 15:00:00+00:00,2023-03-07 16:30:00+00:00,1.06681,1.06432,1.06805,1.06432,2.5,17.5,10.0,5.9876,622.5,606.5124,24.9,tp,6,0.8664843440055847,0,overlap,0.0008298087548855459
92a5d1b3,SELL,2023-03-13 03:30:00+00:00,2023-03-13 03:45:00+00:00,2023-03-13 04:15:00+00:00,1.06736,1.06924,1.06924,1.06359,1.68,11.76,10.0,7.3724,-315.84,-333.2124,-18.8,sl,2,0.6835039258003235,0,asian,0.0012550889371866234
0af837c1,SELL,2023-03-13 00:00:00+00:00,2023-03-13 00:15:00+00:00,2023-03-13 04:30:00+00:00,1.06977,1.07172,1.07172,1.06587,1.68,11.76,10.0,6.1102,-327.6,-343.7102,-19.5,sl,17,0.902441680431366,0,asian,0.0012990095391416474
11f9f4a0,SELL,2023-03-13 02:30:00+00:00,2023-03-13 02:45:00+00:00,2023-03-13 04:30:00+00:00,1.06888,1.07089,1.07089,1.06486,1.56,10.92,10.0,7.979,-313.56,-331.539,-20.1,sl,7,0.6640611886978149,0,asian,0.0013403097444403928
ea6f861b,SELL,2023-03-20 00:30:00+00:00,2023-03-20 00:45:00+00:00,2023-03-20 02:30:00+00:00,1.06747,1.06876,1.06876,1.0649,2.41,16.87,10.0,4.4279,-310.89,-325.3179,-12.9,sl,7,0.6391557455062866,0,asian,0.0008572410564990269
ab6628f3,BUY,2023-03-21 08:45:00+00:00,2023-03-21 09:00:00+00:00,2023-03-21 10:00:00+00:00,1.07093,1.0723,1.07113,1.0723,4.61,32.27,10.0,9.0478,631.57,612.5222,13.7,tp,4,0.6424152255058289,2,london,0.0004568333746926475
81b2ee24,BUY,2023-03-21 09:00:00+00:00,2023-03-21 09:15:00+00:00,2023-03-21 10:00:00+00:00,1.0713,1.07276,1.0715,1.07276,4.41,30.87,10.0,4.5909,643.86,629.2691,14.6,tp,3,0.6422752141952515,2,london,0.0004870595622146007
de7f373c,BUY,2023-03-21 09:45:00+00:00,2023-03-21 10:00:00+00:00,2023-03-21 10:30:00+00:00,1.07204,1.07386,1.07113,1.07386,3.95,27.65,10.0,3.0175,718.9,705.8825,18.2,tp,2,0.7812185287475586,2,london,0.0006079481990471978
2087551b,SELL,2023-03-21 10:30:00+00:00,2023-03-21 10:45:00+00:00,2023-03-21 11:45:00+00:00,1.07323,1.07423,1.07423,1.07123,3.3,23.1,10.0,3.4383,-330.0,-343.4383,-10.0,sl,4,0.6558477878570557,0,london,0.0006669177089310002
2f3c9f39,BUY,2023-03-27 00:45:00+00:00,2023-03-27 01:00:00+00:00,2023-03-27 09:15:00+00:00,1.07664,1.07559,1.07559,1.07874,3.23,22.61,10.0,3.2456,-339.15,-352.3956,-10.5,sl,33,0.6683927774429321,2,asian,0.0007014563740414339
8ff2aa39,BUY,2023-03-28 08:15:00+00:00,2023-03-28 08:30:00+00:00,2023-03-28 10:15:00+00:00,1.08093,1.08217,1.08113,1.08217,5.01,35.07,10.0,0.0,621.24,611.24,12.4,tp,7,0.7531789541244507,2,london,0.0004149487950599883
3ebf2a10,BUY,2023-03-28 08:45:00+00:00,2023-03-28 09:00:00+00:00,2023-03-28 10:15:00+00:00,1.08118,1.08257,1.08048,1.08257,4.78,33.46,10.0,5.469,664.42,648.951,13.9,tp,5,0.6699731349945068,2,london,0.0004641140120670374
73fdfc7e,BUY,2023-03-28 09:45:00+00:00,2023-03-28 10:00:00+00:00,2023-03-28 10:15:00+00:00,1.08099,1.08271,1.08013,1.08271,3.99,27.93,10.0,5.7497,686.28,670.5303,17.2,tp,1,0.9122897386550903,2,london,0.0005743875025678569
3071add1,BUY,2023-03-28 12:30:00+00:00,2023-03-28 12:45:00+00:00,2023-03-28 14:30:00+00:00,1.08144,1.08363,1.08034,1.08363,3.18,22.26,10.0,3.9132,696.42,682.5068,21.9,tp,7,0.7961538434028625,2,london,0.0007300221130481415
6d91abf1,BUY,2023-03-28 13:45:00+00:00,2023-03-28 14:00:00+00:00,2023-03-28 15:30:00+00:00,1.08239,1.08467,1.08125,1.08467,2.95,20.65,10.0,2.8585,672.6,659.7415,22.8,tp,6,0.6056737303733826,2,overlap,0.000760094734374047
77409d67,BUY,2023-03-28 14:30:00+00:00,2023-03-28 14:45:00+00:00,2023-03-28 17:00:00+00:00,1.08286,1.08172,1.08172,1.08514,3.01,21.07,10.0,6.1154,-343.14,-359.2554,-11.4,sl,9,0.6656208634376526,2,overlap,0.0007591975697593969
f549725a,SELL,2023-04-03 01:15:00+00:00,2023-04-03 01:30:00+00:00,2023-04-03 01:30:00+00:00,1.08308,1.08079,1.08423,1.08079,3.77,26.39,10.0,10.1506,863.33,843.1794,22.9,tp,0,0.6074238419532776,0,asian,0.0007647957103026263
6500a2d5,SELL,2023-04-03 01:45:00+00:00,2023-04-03 02:00:00+00:00,2023-04-03 05:45:00+00:00,1.08175,1.0794,1.08155,1.0794,3.03,21.21,10.0,5.1148,712.05,696.9352,23.5,tp,15,0.7818986773490906,0,asian,0.0007849003828629896
a6ac305d,SELL,2023-04-03 04:15:00+00:00,2023-04-03 04:30:00+00:00,2023-04-03 06:45:00+00:00,1.08122,1.07892,1.08237,1.07892,3.13,21.91,10.0,3.2257,719.9,706.6743,23.0,tp,9,0.7617452144622803,0,asian,0.0007669395330945586
3640032d,SELL,2023-04-03 02:30:00+00:00,2023-04-03 02:45:00+00:00,2023-04-03 10:00:00+00:00,1.08074,1.08191,1.08191,1.0784,3.0,21.0,10.0,3.4771,-351.0,-364.4771,-11.7,sl,29,0.6513027548789978,0,asian,0.0007808440747631135
f82a1a19,BUY,2023-04-04 03:00:00+00:00,2023-04-04 03:15:00+00:00,2023-04-04 03:45:00+00:00,1.09057,1.08991,1.08991,1.09189,5.64,39.48,10.0,1.2057,-372.24,-383.4457,-6.6,sl,2,0.6540647745132446,2,asian,0.0004385256555317276
724ef09b,BUY,2023-04-04 00:45:00+00:00,2023-04-04 01:00:00+00:00,2023-04-04 04:45:00+00:00,1.09013,1.08931,1.08931,1.09176,4.4,30.8,10.0,4.7907,-360.8,-375.5907,-8.2,sl,15,0.8217363953590393,2,asian,0.0005443646174645113
db4c2e36,SELL,2023-04-10 03:00:00+00:00,2023-04-10 03:15:00+00:00,2023-04-10 07:00:00+00:00,1.09109,1.08966,1.09181,1.08966,5.04,35.28,10.0,4.6242,720.72,706.0958,14.3,tp,15,0.6341831088066101,0,asian,0.00047714108339197143
40eddd95,BUY,2023-04-10 09:15:00+00:00,2023-04-10 09:30:00+00:00,2023-04-10 10:00:00+00:00,1.08981,1.09105,1.08919,1.09105,5.99,41.93,10.0,5.1835,742.76,727.5765,12.4,tp,2,0.6081206798553467,2,london,0.0004149341036624517
2532a800,BUY,2023-04-10 10:30:00+00:00,2023-04-10 10:45:00+00:00,2023-04-10 14:00:00+00:00,1.09111,1.09042,1.09042,1.09249,5.72,40.04,10.0,10.534,-394.68,-415.214,-6.9,sl,13,0.6033032536506653,2,london,0.0004592213961279767
d8d3af2f,BUY,2023-04-11 00:45:00+00:00,2023-04-11 01:00:00+00:00,2023-04-11 03:00:00+00:00,1.08594,1.08743,1.08614,1.08743,4.89,34.23,10.0,7.8304,728.61,710.7796,14.9,tp,8,0.6174163818359375,2,asian,0.0004956943440959087
7e459ed9,BUY,2023-04-11 04:30:00+00:00,2023-04-11 04:45:00+00:00,2023-04-11 08:45:00+00:00,1.08761,1.08906,1.08781,1.08906,5.12,35.84,10.0,8.1021,742.4,724.2979,14.5,tp,16,0.8444307446479797,2,asian,0.0004823897992393576
