trade_id,direction,signal_time,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,lot_size,commission,spread_cost,slippage_cost,gross_profit,net_profit,profit_pips,exit_reason,holding_bars,confidence,prediction_class,session,atr_at_entry
c8b36518,SELL,2023-10-02 16:00:00+00:00,2023-10-02 16:15:00+00:00,2023-10-02 17:00:00+00:00,1.05306,1.05085,1.05286,1.05085,5.91,41.37,10.0,0.4518,1306.11,1295.6582,22.1,tp,3,0.8545663356781006,0,newyork,0.0007358318523685476
1c0c98bf,SELL,2023-10-02 16:45:00+00:00,2023-10-02 17:00:00+00:00,2023-10-02 22:30:00+00:00,1.05142,1.04872,1.05122,1.04872,5.87,41.09,10.0,4.0021,1584.9,1570.8979,27.0,tp,22,0.6248720288276672,0,newyork,0.000901196275384006
b76d333d,SELL,2023-10-02 17:15:00+00:00,2023-10-02 17:30:00+00:00,2023-10-02 23:30:00+00:00,1.05101,1.04789,1.05081,1.04789,4.74,33.18,10.0,3.1069,1478.88,1465.7731,31.2,tp,24,0.9061094522476196,0,newyork,0.0010395008701015174
92ae95a6,SELL,2023-10-02 18:15:00+00:00,2023-10-02 18:30:00+00:00,2023-10-02 23:30:00+00:00,1.05083,1.04784,1.05232,1.04784,4.58,32.06,10.0,5.2096,1369.42,1354.2104,29.9,tp,20,0.8113671541213989,0,newyork,0.0009964817875616609
d66f8eec,SELL,2023-10-03 02:45:00+00:00,2023-10-03 03:00:00+00:00,2023-10-03 07:15:00+00:00,1.04782,1.04624,1.04762,1.04624,10.0,70.0,10.0,5.6334,1580.0,1564.3666,15.8,tp,17,0.8204429745674133,0,asian,0.0005265494375442945
b9acd25f,SELL,2023-10-03 05:00:00+00:00,2023-10-03 05:15:00+00:00,2023-10-03 10:00:00+00:00,1.04682,1.04762,1.04762,1.04522,9.17,64.19,10.0,8.4045,-733.6,-752.0045,-8.0,sl,19,0.6730642318725586,0,asian,0.0005317292960311022
344ea09e,SELL,2023-10-03 03:00:00+00:00,2023-10-03 03:15:00+00:00,2023-10-03 10:15:00+00:00,1.04717,1.04797,1.04797,1.04556,9.18,64.26,10.0,5.1104,-734.4,-749.5104,-8.0,sl,28,0.7502971887588501,0,asian,0.000535367334862562
73e212d4,BUY,2023-10-09 03:30:00+00:00,2023-10-09 03:45:00+00:00,2023-10-09 04:30:00+00:00,1.05694,1.0558,1.0558,1.05921,6.29,44.03,10.0,1.3674,-717.06,-728.4274,-11.4,sl,3,0.6420444250106812,2,asian,0.0007578227402019412
7ce5b035,BUY,2023-10-09 03:00:00+00:00,2023-10-09 03:15:00+00:00,2023-10-09 06:45:00+00:00,1.0564,1.05522,1.05522,1.05876,6.03,42.21,10.0,4.055,-711.54,-725.595,-11.8,sl,14,0.6835150718688965,2,asian,0.0007852855448495969
a371d059,BUY,2023-10-09 00:30:00+00:00,2023-10-09 00:45:00+00:00,2023-10-09 09:45:00+00:00,1.05514,1.0537,1.0537,1.05802,4.96,34.72,10.0,5.6842,-714.24,-729.9242,-14.4,sl,36,0.6996991634368896,2,asian,0.0009585353056026643
0ebff400,SELL,2023-10-16 01:15:00+00:00,2023-10-16 01:30:00+00:00,2023-10-16 09:30:00+00:00,1.0523,1.05338,1.05338,1.05014,6.37,44.59,10.0,7.1655,-687.96,-705.1255,-10.8,sl,32,0.6938948035240173,0,asian,0.0007216164043245054
de6f8e06,SELL,2023-10-23 02:30:00+00:00,2023-10-23 02:45:00+00:00,2023-10-23 05:30:00+00:00,1.05911,1.05788,1.05891,1.05788,10.0,70.0,10.0,6.5844,1230.0,1213.4156,12.3,tp,11,0.6910071969032288,0,asian,0.0004091083754934247
93a7ed7c,SELL,2023-10-23 03:45:00+00:00,2023-10-23 04:00:00+00:00,2023-10-23 09:15:00+00:00,1.05849,1.05725,1.05911,1.05725,10.0,70.0,10.0,9.3524,1240.0,1220.6476,12.4,tp,21,0.7628008127212524,0,asian,0.0004131516184887262
51ecfd23,BUY,2023-10-23 09:15:00+00:00,2023-10-23 09:30:00+00:00,2023-10-23 10:15:00+00:00,1.05772,1.05884,1.05716,1.05884,10.0,70.0,10.0,2.7576,1120.0,1107.2424,11.2,tp,3,0.6772198677062988,2,london,0.0003745284029015096
83a4cd7c,BUY,2023-10-23 10:00:00+00:00,2023-10-23 10:15:00+00:00,2023-10-23 10:45:00+00:00,1.05819,1.05965,1.05839,1.05965,10.0,70.0,10.0,5.0793,1460.0,1444.9207,14.6,tp,2,0.9130198359489441,2,london,0.0004877255470752728
22fc3f3f,BUY,2023-10-23 10:30:00+00:00,2023-10-23 10:45:00+00:00,2023-10-23 11:00:00+00:00,1.05895,1.06058,1.05915,1.06058,9.68,67.76,10.0,4.8239,1577.84,1563.0161,16.3,tp,1,0.7209888100624084,2,london,0.0005426817217128619
a99f87fd,BUY,2023-10-23 11:45:00+00:00,2023-10-23 12:00:00+00:00,2023-10-23 12:45:00+00:00,1.0604,1.05948,1.05948,1.06223,8.21,57.47,10.0,5.0312,-755.32,-770.3512,-9.2,sl,3,0.7114542722702026,2,london,0.0006101888247826802
e8751872,BUY,2023-10-23 12:00:00+00:00,2023-10-23 12:15:00+00:00,2023-10-23 12:45:00+00:00,1.06072,1.05978,1.05978,1.06261,8.2,57.4,10.0,0.0,-770.8,-780.8,-9.4,sl,2,0.6029069423675537,2,london,0.0006294610515839168
097d93eb,BUY,2023-10-23 10:45:00+00:00,2023-10-23 11:00:00+00:00,2023-10-23 15:15:00+00:00,1.05989,1.0617,1.05898,1.0617,9.14,63.98,10.0,4.7372,1654.34,1639.6028,18.1,tp,17,0.8232138156890869,2,london,0.0006046330273047941
ef9c0950,BUY,2023-10-30 00:00:00+00:00,2023-10-30 00:15:00+00:00,2023-10-30 10:00:00+00:00,1.05615,1.0551,1.0551,1.05824,7.12,49.84,10.0,7.475,-747.6,-765.075,-10.5,sl,39,0.7644124031066895,2,asian,0.0006979840344678075
109504f7,BUY,2023-10-30 02:15:00+00:00,2023-10-30 02:30:00+00:00,2023-10-30 10:00:00+00:00,1.05586,1.05509,1.05509,1.05741,9.55,66.85,10.0,6.9596,-735.35,-752.3096,-7.7,sl,30,0.6316962838172913,2,asian,0.0005154558782435581
fb174d87,BUY,2023-11-06 09:15:00+00:00,2023-11-06 09:30:00+00:00,2023-11-06 09:45:00+00:00,1.07412,1.07349,1.07349,1.07538,10.0,70.0,10.0,11.7487,-630.0,-651.7487,-6.3,sl,1,0.6657845973968506,2,london,0.00042075909161033595
9b65ae96,BUY,2023-11-06 09:00:00+00:00,2023-11-06 09:15:00+00:00,2023-11-06 10:00:00+00:00,1.07375,1.07316,1.07316,1.07492,10.0,70.0,10.0,8.3914,-590.0,-608.3914,-5.9,sl,3,0.7552453875541687,2,london,0.00039158671404188993
88c1a4eb,BUY,2023-11-13 08:45:00+00:00,2023-11-13 09:00:00+00:00,2023-11-13 10:15:00+00:00,1.06914,1.06865,1.06865,1.07012,10.0,70.0,10.0,4.0431,-490.0,-504.0431,-4.9,sl,5,0.6274234056472778,2,london,0.00032527636551428886
c13e20d1,BUY,2023-11-20 10:45:00+00:00,2023-11-20 11:00:00+00:00,2023-11-20 11:30:00+00:00,1.09207,1.09399,1.09111,1.09399,7.99,55.93,10.0,4.8916,1534.08,1519.1884,19.2,tp,2,0.6070120334625244,2,london,0.0006411307170099117
6afc1d62,SELL,2023-11-20 11:45:00+00:00,2023-11-20 12:00:00+00:00,2023-11-20 16:45:00+00:00,1.09353,1.09452,1.09452,1.09154,7.72,54.04,10.0,5.0294,-764.28,-779.3094,-9.9,sl,19,0.7023119330406189,0,london,0.0006622978552821673
48e84991,SELL,2023-11-27 01:00:00+00:00,2023-11-27 01:15:00+00:00,2023-11-27 02:45:00+00:00,1.09449,1.09299,1.09429,1.09299,9.93,69.51,10.0,10.8266,1489.5,1468.6734,15.0,tp,6,0.7834885120391846,0,asian,0.0004992534073975225
9e44105b,SELL,2023-11-27 03:45:00+00:00,2023-11-27 04:00:00+00:00,2023-11-27 08:00:00+00:00,1.09456,1.09534,1.09534,1.09301,9.6,67.2,10.0,0.0,-748.8,-758.8,-7.8,sl,16,0.6516416668891907,0,asian,0.0005174781131920398
4d77290d,BUY,2023-12-04 00:00:00+00:00,2023-12-04 00:15:00+00:00,2023-12-04 02:45:00+00:00,1.08823,1.08716,1.08716,1.09036,6.83,47.81,10.0,6.4573,-730.81,-747.2673,-10.7,sl,10,0.6065112948417664,2,asian,0.0007111108388439365
13fe10f0,SELL,2023-12-11 09:00:00+00:00,2023-12-11 09:15:00+00:00,2023-12-11 09:45:00+00:00,1.07659,1.0756,1.07639,1.0756,10.0,70.0,10.0,0.5875,990.0,979.4125,9.9,tp,2,0.7462549209594727,0,london,0.00032975067411199953
4c557ed6,SELL,2023-12-11 09:30:00+00:00,2023-12-11 09:45:00+00:00,2023-12-11 10:45:00+00:00,1.07616,1.07675,1.07675,1.07499,10.0,70.0,10.0,0.0,-590.0,-600.0,-5.9,sl,4,0.8131280541419983,0,london,0.00039090746900473584
a6a40ff6,BUY,2023-12-18 03:45:00+00:00,2023-12-18 04:00:00+00:00,2023-12-18 05:30:00+00:00,1.08984,1.09129,1.08911,1.09129,10.0,70.0,10.0,0.0,1450.0,1440.0,14.5,tp,6,0.750001847743988,2,asian,0.0004843458405285887
ba4d8248,BUY,2023-12-18 09:15:00+00:00,2023-12-18 09:30:00+00:00,2023-12-18 11:00:00+00:00,1.09208,1.0914,1.0914,1.09344,10.0,70.0,10.0,0.8547,-680.0,-690.8547,-6.8,sl,6,0.6385824084281921,2,london,0.00045170470930767687
409c8f62,BUY,2023-12-18 10:00:00+00:00,2023-12-18 10:15:00+00:00,2023-12-18 12:30:00+00:00,1.09184,1.09114,1.09114,1.09324,10.0,70.0,10.0,8.2071,-700.0,-718.2071,-7.0,sl,9,0.7182032465934753,2,london,0.00046618995858197946
dd9a6402,BUY,2023-12-26 14:30:00+00:00,2023-12-26 14:45:00+00:00,2023-12-26 15:15:00+00:00,1.10107,1.10228,1.10046,1.10228,10.0,70.0,10.0,2.3949,1210.0,1197.6051,12.1,tp,2,0.6823121905326843,2,overlap,0.0004049506614534475
264d1e31,BUY,2023-12-26 14:45:00+00:00,2023-12-26 15:00:00+00:00,2023-12-26 16:15:00+00:00,1.10144,1.10266,1.10083,1.10266,10.0,70.0,10.0,4.3176,1220.0,1205.6824,12.2,tp,5,0.6690414547920227,2,overlap,0.0004060256142067631
77076b57,BUY,2023-12-26 15:00:00+00:00,2023-12-26 15:15:00+00:00,2023-12-26 17:00:00+00:00,1.10151,1.10288,1.10171,1.10288,10.0,70.0,10.0,1.5095,1370.0,1358.4905,13.7,tp,7,0.6305691003799438,2,overlap,0.00045630949890627606
8736b01b,BUY,2023-12-26 15:45:00+00:00,2023-12-26 16:00:00+00:00,2023-12-26 18:15:00+00:00,1.10195,1.10343,1.10121,1.10343,10.0,70.0,10.0,6.8329,1480.0,1463.1671,14.8,tp,9,0.7835049033164978,2,newyork,0.0004946945951519999
4e839f89,BUY,2023-12-26 17:30:00+00:00,2023-12-26 17:45:00+00:00,2023-12-26 21:45:00+00:00,1.10295,1.1045,1.10218,1.1045,9.85,68.95,10.0,1.6941,1526.75,1515.0559,15.5,tp,16,0.7589041590690613,2,newyork,0.0005166082274781691
da18ab72,BUY,2023-12-26 17:45:00+00:00,2023-12-26 18:00:00+00:00,2023-12-26 21:45:00+00:00,1.10269,1.10433,1.10289,1.10433,9.84,68.88,10.0,8.953,1613.76,1594.807,16.4,tp,15,0.921680212020874,2,newyork,0.00054685049694401
94baa995,SELL,2023-12-27 03:45:00+00:00,2023-12-27 04:00:00+00:00,2023-12-27 06:15:00+00:00,1.10349,1.10401,1.10401,1.10246,10.0,70.0,10.0,2.0207,-520.0,-532.0207,-5.2,sl,9,0.7325286865234375,0,asian,0.0003444621208290931
9d7be455,BUY,2024-01-02 09:45:00+00:00,2024-01-02 10:00:00+00:00,2024-01-02 12:00:00+00:00,1.10169,1.10059,1.10059,1.1039,8.66,60.62,10.0,2.7055,-952.6,-965.3055,-11.0,sl,8,0.9103477597236633,2,london,0.000735354233216215
e15505e1,SELL,2024-01-08 09:00:00+00:00,2024-01-08 09:15:00+00:00,2024-01-08 10:00:00+00:00,1.09494,1.0935,1.09474,1.0935,10.0,70.0,10.0,5.3682,1440.0,1424.6318,14.4,tp,3,0.7874606251716614,0,london,0.0004799360991979149
f8fe7e43,SELL,2024-01-08 10:30:00+00:00,2024-01-08 10:45:00+00:00,2024-01-08 11:45:00+00:00,1.09324,1.09412,1.09412,1.09148,8.89,62.23,10.0,5.0741,-782.32,-797.3941,-8.8,sl,4,0.6160951852798462,0,london,0.0005857406967751301
7417e155,SELL,2024-01-15 08:30:00+00:00,2024-01-15 08:45:00+00:00,2024-01-15 09:45:00+00:00,1.0964,1.09535,1.0962,1.09535,10.0,70.0,10.0,9.2741,1050.0,1030.7259,10.5,tp,4,0.6413810849189758,0,london,0.00034922363095794834
bc313c03,SELL,2024-01-15 10:00:00+00:00,2024-01-15 10:15:00+00:00,2024-01-15 11:30:00+00:00,1.09613,1.09468,1.09593,1.09468,10.0,70.0,10.0,5.3612,1450.0,1434.6388,14.5,tp,5,0.6521527171134949,0,london,0.00048359317425676173
b670633d,BUY,2024-01-15 12:15:00+00:00,2024-01-15 12:30:00+00:00,2024-01-15 14:00:00+00:00,1.09365,1.09531,1.09385,1.09531,9.7,67.9,10.0,1.3765,1610.2,1598.8235,16.6,tp,6,0.6915696263313293,2,london,0.0005520667936014628
e2eabb21,BUY,2024-01-15 12:30:00+00:00,2024-01-15 12:45:00+00:00,2024-01-15 14:00:00+00:00,1.09375,1.09545,1.09395,1.09545,9.8,68.6,10.0,3.319,1666.0,1652.681,17.0,tp,5,0.6929024457931519,2,london,0.0005669191654870794
3c39b794,BUY,2024-01-15 15:00:00+00:00,2024-01-15 15:15:00+00:00,2024-01-16 02:30:00+00:00,1.09472,1.0937,1.0937,1.09676,8.29,58.03,10.0,3.2816,-845.58,-858.8616,-10.2,sl,45,0.6620913147926331,2,overlap,0.0006798462794796023
e389af19,BUY,2024-01-22 00:15:00+00:00,2024-01-22 00:30:00+00:00,2024-01-22 04:15:00+00:00,1.08897,1.09072,1.08917,1.09072,10.0,70.0,10.0,7.1751,1750.0,1732.8249,17.5,tp,15,0.8079342842102051,2,asian,0.000584290994068758
a01a3f02,BUY,2024-01-22 00:30:00+00:00,2024-01-22 00:45:00+00:00,2024-01-22 08:30:00+00:00,1.08921,1.09096,1.08833,1.09096,9.5,66.5,10.0,6.1514,1662.5,1646.3486,17.5,tp,31,0.7645437717437744,2,asian,0.0005846987802067104
3af73bbb,BUY,2024-01-22 00:45:00+00:00,2024-01-22 01:00:00+00:00,2024-01-22 13:00:00+00:00,1.08943,1.08855,1.08855,1.09119,9.49,66.43,10.0,4.6418,-835.12,-849.7618,-8.8,sl,48,0.6361096501350403,2,asian,0.0005865060101919453
4407e715,SELL,2024-01-29 09:15:00+00:00,2024-01-29 09:30:00+00:00,2024-01-29 10:00:00+00:00,1.08453,1.08336,1.08512,1.08336,10.0,70.0,10.0,7.6088,1170.0,1152.3912,11.7,tp,2,0.6800288558006287,0,london,0.0003911375886926396
d82d0d5a,SELL,2024-01-29 09:30:00+00:00,2024-01-29 09:45:00+00:00,2024-01-29 11:00:00+00:00,1.08457,1.0832,1.08437,1.0832,10.0,70.0,10.0,3.4145,1370.0,1356.5855,13.7,tp,5,0.6532520651817322,0,london,0.0004560563323574567
3d82cd80,SELL,2024-01-29 14:30:00+00:00,2024-01-29 14:45:00+00:00,2024-01-29 15:15:00+00:00,1.08334,1.08141,1.0843,1.08141,10.0,70.0,10.0,4.5913,1930.0,1915.4087,19.3,tp,2,0.8818868398666382,0,overlap,0.0006432164067463448
b57ebf3e,SELL,2024-01-29 15:15:00+00:00,2024-01-29 15:30:00+00:00,2024-01-29 17:15:00+00:00,1.08196,1.08,1.08294,1.08,9.11,63.77,10.0,5.5423,1785.56,1770.0177,19.6,tp,7,0.6467517018318176,0,overlap,0.0006541495793082105
76ad9efb,SELL,2024-01-29 19:15:00+00:00,2024-01-29 19:30:00+00:00,2024-01-29 22:00:00+00:00,1.08128,1.08222,1.08222,1.0794,9.38,65.66,10.0,9.5845,-881.72,-901.3045,-9.4,sl,10,0.6923733949661255,0,newyork,0.0006263562924386666
3560d435,SELL,2024-02-05 02:00:00+00:00,2024-02-05 02:15:00+00:00,2024-02-05 10:00:00+00:00,1.07762,1.07862,1.07862,1.07563,9.28,64.96,10.0,4.7044,-928.0,-942.7044,-10.0,sl,31,0.7651016116142273,0,asian,0.0006634261999334132
f1106bee,BUY,2024-02-12 09:30:00+00:00,2024-02-12 09:45:00+00:00,2024-02-12 10:00:00+00:00,1.07961,1.07901,1.07901,1.08082,10.0,70.0,10.0,3.9476,-600.0,-613.9476,-6.0,sl,1,0.8325445055961609,2,london,0.00040207817010490065
b8a8e791,SELL,2024-02-19 11:30:00+00:00,2024-02-19 11:45:00+00:00,2024-02-19 13:15:00+00:00,1.07742,1.07807,1.07807,1.07612,10.0,70.0,10.0,1.8625,-650.0,-661.8625,-6.5,sl,6,0.7862963676452637,0,london,0.0004336746102368405
d3201678,SELL,2024-02-19 11:45:00+00:00,2024-02-19 12:00:00+00:00,2024-02-19 13:15:00+00:00,1.07731,1.07795,1.07795,1.07603,10.0,70.0,10.0,7.0582,-640.0,-657.0582,-6.4,sl,5,0.6245766878128052,0,london,0.0004262692809342207
0d7dabc0,BUY,2024-02-26 00:00:00+00:00,2024-02-26 00:15:00+00:00,2024-02-26 03:00:00+00:00,1.08214,1.08139,1.08139,1.08365,10.0,70.0,10.0,3.2371,-750.0,-763.2371,-7.5,sl,11,0.6213459372520447,2,asian,0.000501717420045684
b283d776,SELL,2024-03-04 02:30:00+00:00,2024-03-04 02:45:00+00:00,2024-03-04 09:00:00+00:00,1.08461,1.08522,1.08522,1.0834,10.0,70.0,10.0,6.0311,-610.0,-626.0311,-6.1,sl,25,0.6025380492210388,0,asian,0.0004041265165599876
e94ea09a,BUY,2024-03-11 10:00:00+00:00,2024-03-11 10:15:00+00:00,2024-03-11 10:30:00+00:00,1.09465,1.09396,1.09396,1.09603,10.0,70.0,10.0,8.1296,-690.0,-708.1296,-6.9,sl,1,0.6140226721763611,2,london,0.0004584993844257066
34043779,BUY,2024-03-11 09:45:00+00:00,2024-03-11 10:00:00+00:00,2024-03-11 11:45:00+00:00,1.09427,1.09361,1.09361,1.09559,10.0,70.0,10.0,0.0,-660.0,-670.0,-6.6,sl,7,0.6697973608970642,2,london,0.0004383839524584491
2a1561d4,BUY,2024-03-18 10:00:00+00:00,2024-03-18 10:15:00+00:00,2024-03-18 13:15:00+00:00,1.0895,1.09041,1.0897,1.09041,10.0,70.0,10.0,1.0042,910.0,898.9958,9.1,tp,12,0.72311931848526,2,london,0.0003031467152610203
545de551,SELL,2024-03-18 16:15:00+00:00,2024-03-18 16:30:00+00:00,2024-03-18 18:00:00+00:00,1.08889,1.08769,1.08949,1.08769,10.0,70.0,10.0,2.668,1200.0,1187.332,12.0,tp,6,0.6643986105918884,0,newyork,0.0004007611960405665
ffa55f7d,SELL,2024-03-18 17:00:00+00:00,2024-03-18 17:15:00+00:00,2024-03-18 18:15:00+00:00,1.08858,1.08739,1.08838,1.08739,10.0,70.0,10.0,8.1757,1190.0,1171.8243,11.9,tp,4,0.6302278637886047,0,newyork,0.00039814954362285635
3ff256cf,SELL,2024-03-18 17:45:00+00:00,2024-03-18 18:00:00+00:00,2024-03-18 18:15:00+00:00,1.08841,1.08702,1.0891,1.08702,10.0,70.0,10.0,0.9966,1390.0,1379.0034,13.9,tp,1,0.804885745048523,0,newyork,0.0004623558845989042
7be1d652,SELL,2024-03-19 06:00:00+00:00,2024-03-19 06:15:00+00:00,2024-03-19 07:30:00+00:00,1.08742,1.08651,1.08787,1.08651,10.0,70.0,10.0,4.7616,910.0,895.2384,9.1,tp,5,0.6183300018310547,0,asian,0.0003023356780777828
e4fd2bd6,SELL,2024-03-19 08:30:00+00:00,2024-03-19 08:45:00+00:00,2024-03-19 08:45:00+00:00,1.08626,1.08677,1.08677,1.08523,10.0,70.0,10.0,9.0288,-510.0,-529.0288,-5.1,sl,0,0.6487364172935486,0,london,0.00034289936497170403
baabfcff,SELL,2024-03-19 06:45:00+00:00,2024-03-19 07:00:00+00:00,2024-03-19 09:45:00+00:00,1.08691,1.08591,1.08671,1.08591,10.0,70.0,10.0,5.2228,1000.0,984.7772,10.0,tp,11,0.8065544962882996,0,london,0.00033194660522481564
920d8e38,SELL,2024-03-19 07:00:00+00:00,2024-03-19 07:15:00+00:00,2024-03-19 09:45:00+00:00,1.08672,1.08574,1.08652,1.08574,10.0,70.0,10.0,2.0043,980.0,967.9957,9.8,tp,10,0.6490005254745483,0,london,0.0003282361334230472
45a55e41,SELL,2024-03-25 07:45:00+00:00,2024-03-25 08:00:00+00:00,2024-03-25 10:30:00+00:00,1.082,1.0818,1.0818,1.08097,10.0,70.0,10.0,9.4963,200.0,180.5037,2.0,sl,10,0.7023566961288452,0,london,0.00034264503942505614
3ca07af0,SELL,2024-03-25 10:15:00+00:00,2024-03-25 10:30:00+00:00,2024-03-25 13:45:00+00:00,1.08184,1.08259,1.08259,1.08035,10.0,70.0,10.0,0.0,-750.0,-760.0,-7.5,sl,13,0.6187039017677307,0,london,0.0004981641232647291
28fd5ed5,SELL,2024-04-01 14:30:00+00:00,2024-04-01 14:45:00+00:00,2024-04-01 16:45:00+00:00,1.07839,1.07738,1.07819,1.07738,10.0,70.0,10.0,0.653,1010.0,999.347,10.1,tp,8,0.7088358402252197,0,overlap,0.0003377160447115943
7d9782df,SELL,2024-04-01 14:45:00+00:00,2024-04-01 15:00:00+00:00,2024-04-01 17:00:00+00:00,1.07823,1.07715,1.07803,1.07715,10.0,70.0,10.0,7.4247,1080.0,1062.5753,10.8,tp,8,0.7021628618240356,0,overlap,0.00035930775580363724
61d282e3,BUY,2024-04-01 21:30:00+00:00,2024-04-01 21:45:00+00:00,2024-04-02 03:00:00+00:00,1.0739,1.07329,1.07329,1.07511,10.0,70.0,10.0,3.8341,-610.0,-623.8341,-6.1,sl,21,0.9158259630203247,2,newyork,0.0004049559856903699
838a0fc9,BUY,2024-04-01 21:45:00+00:00,2024-04-01 22:00:00+00:00,2024-04-02 03:00:00+00:00,1.0739,1.07328,1.07328,1.07514,10.0,70.0,10.0,5.3887,-620.0,-635.3887,-6.2,sl,20,0.7931154370307922,2,offhours,0.0004146019867124853
5d091004,BUY,2024-04-01 18:45:00+00:00,2024-04-01 19:00:00+00:00,2024-04-02 09:00:00+00:00,1.07337,1.07252,1.07252,1.07507,10.0,70.0,10.0,1.0909,-850.0,-861.0909,-8.5,sl,56,0.6994653344154358,2,newyork,0.0005678839411475888
80b75d53,SELL,2024-04-08 10:45:00+00:00,2024-04-08 11:00:00+00:00,2024-04-08 16:00:00+00:00,1.08305,1.08366,1.08366,1.08184,10.0,70.0,10.0,7.0756,-610.0,-627.0756,-6.1,sl,20,0.6031587719917297,0,london,0.00040469995405738063
898df38f,SELL,2024-04-08 11:00:00+00:00,2024-04-08 11:15:00+00:00,2024-04-08 16:00:00+00:00,1.08331,1.08395,1.08395,1.08204,10.0,70.0,10.0,4.3302,-640.0,-654.3302,-6.4,sl,19,0.8029618263244629,0,london,0.000424364243053283
f89637c9,SELL,2024-04-15 09:15:00+00:00,2024-04-15 09:30:00+00:00,2024-04-15 15:30:00+00:00,1.06615,1.0647,1.06595,1.0647,10.0,70.0,10.0,5.2857,1450.0,1434.7143,14.5,tp,24,0.6905114054679871,0,london,0.00048479281279167706
fa94bc7a,SELL,2024-04-15 14:00:00+00:00,2024-04-15 14:15:00+00:00,2024-04-15 15:30:00+00:00,1.06635,1.06469,1.06615,1.06469,10.0,70.0,10.0,2.6698,1660.0,1647.3302,16.6,tp,5,0.8057056069374084,0,overlap,0.0005535717918881905
efae9982,BUY,2024-04-15 15:30:00+00:00,2024-04-15 15:45:00+00:00,2024-04-15 17:00:00+00:00,1.06435,1.06331,1.06331,1.06644,9.34,65.38,10.0,8.8771,-971.36,-990.2371,-10.4,sl,5,0.6497688293457031,2,overlap,0.0006963599891456774
4a05459f,BUY,2024-04-22 03:45:00+00:00,2024-04-22 04:00:00+00:00,2024-04-22 04:45:00+00:00,1.06547,1.06697,1.06472,1.06697,10.0,70.0,10.0,3.5141,1500.0,1486.4859,15.0,tp,3,0.8030030131340027,2,asian,0.000499569043761668
19556af6,SELL,2024-04-22 13:15:00+00:00,2024-04-22 13:30:00+00:00,2024-04-22 14:15:00+00:00,1.0652,1.06367,1.06597,1.06367,10.0,70.0,10.0,6.0192,1530.0,1513.9808,15.3,tp,3,0.7071604132652283,0,overlap,0.0005106114083177523
0ed8f67e,SELL,2024-04-22 15:30:00+00:00,2024-04-22 15:45:00+00:00,2024-04-22 16:30:00+00:00,1.06417,1.06254,1.06498,1.06254,10.0,70.0,10.0,3.4651,1630.0,1616.5349,16.3,tp,3,0.7018264532089233,0,overlap,0.0005431746605739619
2dedde26,BUY,2024-04-23 09:15:00+00:00,2024-04-23 09:30:00+00:00,2024-04-23 10:15:00+00:00,1.06421,1.0652,1.06441,1.0652,10.0,70.0,10.0,5.319,990.0,974.681,9.9,tp,3,0.6428446769714355,2,london,0.0003300207800208452
14e2ae7f,BUY,2024-04-23 09:45:00+00:00,2024-04-23 10:00:00+00:00,2024-04-23 10:15:00+00:00,1.0646,1.06574,1.0648,1.06574,10.0,70.0,10.0,4.4955,1140.0,1125.5045,11.4,tp,1,0.6325402855873108,2,london,0.00037864036644655194
ef649af2,BUY,2024-04-23 13:45:00+00:00,2024-04-23 14:00:00+00:00,2024-04-23 14:45:00+00:00,1.06563,1.06753,1.06468,1.06753,10.0,70.0,10.0,4.5126,1900.0,1885.4874,19.0,tp,3,0.7351879477500916,2,overlap,0.0006327569354262712
a3df0881,BUY,2024-04-23 16:30:00+00:00,2024-04-23 16:45:00+00:00,2024-04-23 16:45:00+00:00,1.06641,1.06661,1.06661,1.0693,9.77,68.39,10.0,1.9587,195.4,183.4413,2.0,sl,0,0.8163362741470337,2,newyork,0.0009642028546489202
a285c0c8,BUY,2024-04-23 17:15:00+00:00,2024-04-23 17:30:00+00:00,2024-04-24 10:15:00+00:00,1.0702,1.06863,1.06863,1.07333,6.45,45.15,10.0,9.2421,-1012.65,-1031.8921,-15.7,sl,67,0.7930238842964172,2,newyork,0.0010445640202856015
c9eb4a17,BUY,2024-04-23 17:00:00+00:00,2024-04-23 17:15:00+00:00,2024-04-24 11:30:00+00:00,1.06994,1.06841,1.06841,1.07301,6.58,46.06,10.0,7.3892,-1006.74,-1024.1292,-15.3,sl,73,0.7019962072372437,2,newyork,0.0010218381756921771
c09f1e71,BUY,2024-04-29 10:15:00+00:00,2024-04-29 10:30:00+00:00,2024-04-29 11:30:00+00:00,1.07174,1.07094,1.07094,1.07334,10.0,70.0,10.0,5.7294,-800.0,-815.7294,-8.0,sl,4,0.6554515957832336,2,london,0.0005318099205547316
fd3b1f46,BUY,2024-05-06 09:45:00+00:00,2024-05-06 10:00:00+00:00,2024-05-06 11:00:00+00:00,1.07642,1.0759,1.0759,1.07747,10.0,70.0,10.0,7.197,-520.0,-537.197,-5.2,sl,4,0.6923494935035706,2,london,0.0003487978590274571
03c8dfb4,BUY,2024-05-06 10:30:00+00:00,2024-05-06 10:45:00+00:00,2024-05-06 11:00:00+00:00,1.07655,1.07597,1.07597,1.07772,10.0,70.0,10.0,7.5142,-580.0,-597.5142,-5.8,sl,1,0.6593625545501709,2,london,0.00038974449573007393
