window_number,model_name,trial_number,trial_value,best_so_far
3,random_forest,10,0.34996467487669464,0.4206840440771918
3,random_forest,11,0.34073670929067695,0.4206840440771918
3,random_forest,12,0.43378976069608255,0.43378976069608255
3,random_forest,13,0.43651663902152177,0.43651663902152177
3,random_forest,14,0.43230472623263033,0.43651663902152177
3,random_forest,15,0.43782736975178155,0.43782736975178155
3,random_forest,16,0.4567563456311743,0.4567563456311743
3,random_forest,17,0.37190133744864906,0.4567563456311743
3,random_forest,18,0.45519518766595474,0.4567563456311743
3,random_forest,19,0.45135069462125593,0.4567563456311743
3,random_forest,20,0.4435141155929321,0.4567563456311743
3,random_forest,21,0.4449653886739536,0.4567563456311743
3,random_forest,22,0.4485972728897522,0.4567563456311743
3,random_forest,23,0.4498705819674931,0.4567563456311743
3,random_forest,24,0.4441567798596051,0.4567563456311743
3,extra_trees,0,0.2538842526630029,0.2538842526630029
3,extra_trees,1,0.33555682837565043,0.33555682837565043
3,extra_trees,2,0.2856807051127466,0.33555682837565043
3,extra_trees,3,0.34195516855048474,0.34195516855048474
3,extra_trees,4,0.38062391281203606,0.38062391281203606
3,extra_trees,5,0.29987397452545683,0.38062391281203606
3,extra_trees,6,0.2822838457994529,0.38062391281203606
3,extra_trees,7,0.296551173267758,0.38062391281203606
3,extra_trees,8,0.27281633222733276,0.38062391281203606
3,extra_trees,9,0.3543341631209646,0.38062391281203606
3,extra_trees,10,0.2804430051872441,0.38062391281203606
3,extra_trees,11,0.3459525247494972,0.38062391281203606
3,extra_trees,12,0.3976815747045765,0.3976815747045765
3,extra_trees,13,0.37665030577892117,0.3976815747045765
3,extra_trees,14,0.42306845817466804,0.42306845817466804
3,extra_trees,15,0.41370656287511903,0.42306845817466804
3,extra_trees,16,0.41004498552072993,0.42306845817466804
3,extra_trees,17,0.2991470148974919,0.42306845817466804
3,extra_trees,18,0.42272575806502516,0.42306845817466804
3,extra_trees,19,0.4238178010473517,0.4238178010473517
3,extra_trees,20,0.41381677508611586,0.4238178010473517
3,extra_trees,21,0.42453106545081604,0.42453106545081604
3,extra_trees,22,0.42989007481529556,0.42989007481529556
3,extra_trees,23,0.4337055267696636,0.4337055267696636
3,extra_trees,24,0.42347328410309437,0.4337055267696636
4,xgboost,0,0.5070747915579547,0.5070747915579547
4,xgboost,1,0.5249971521026041,0.5249971521026041
4,xgboost,2,0.5236161151613375,0.5249971521026041
4,xgboost,3,0.23104615549943583,0.5249971521026041
4,xgboost,4,0.5098243685158551,0.5249971521026041
4,xgboost,5,0.5179360602134985,0.5249971521026041
4,xgboost,6,0.23104615549943583,0.5249971521026041
4,xgboost,7,0.5089761224141904,0.5249971521026041
4,xgboost,8,0.47068923100434823,0.5249971521026041
4,xgboost,9,0.23104615549943583,0.5249971521026041
4,xgboost,10,0.5224955263141525,0.5249971521026041
4,xgboost,11,0.5228550438661124,0.5249971521026041
4,xgboost,12,0.42915757738405785,0.5249971521026041
4,xgboost,13,0.5271692614888499,0.5271692614888499
4,xgboost,14,0.5379434213900233,0.5379434213900233
4,xgboost,15,0.5300297133363042,0.5379434213900233
4,xgboost,16,0.5298301306787289,0.5379434213900233
4,xgboost,17,0.2713904455105756,0.5379434213900233
4,xgboost,18,0.521223904448152,0.5379434213900233
4,xgboost,19,0.5253021530566464,0.5379434213900233
4,xgboost,20,0.3403118292945702,0.5379434213900233
4,xgboost,21,0.5199578055140478,0.5379434213900233
4,xgboost,22,0.5178727134405933,0.5379434213900233
4,xgboost,23,0.5271851177558368,0.5379434213900233
4,xgboost,24,0.47523205446657896,0.5379434213900233
4,lightgbm,0,0.5153092556341511,0.5153092556341511
4,lightgbm,1,0.23104615549943583,0.5153092556341511
4,lightgbm,2,0.4962557408904864,0.5153092556341511
4,lightgbm,3,0.266747326104391,0.5153092556341511
4,lightgbm,4,0.5000899357945533,0.5153092556341511
4,lightgbm,5,0.23104615549943583,0.5153092556341511
4,lightgbm,6,0.516238618380542,0.516238618380542
4,lightgbm,7,0.23104615549943583,0.516238618380542
4,lightgbm,8,0.23104615549943583,0.516238618380542
4,lightgbm,9,0.5169407752643099,0.5169407752643099
4,lightgbm,10,0.5321491465225353,0.5321491465225353
4,lightgbm,11,0.5374415297908856,0.5374415297908856
4,lightgbm,12,0.528641681950513,0.5374415297908856
4,lightgbm,13,0.5334797858316098,0.5374415297908856
4,lightgbm,14,0.5094335115875138,0.5374415297908856
