window_number,model_name,trial_number,trial_value,trial_state,optimization_metric
4,random_forest,17,0.41623121373132893,COMPLETE,f1
4,random_forest,18,0.49375448523899035,COMPLETE,f1
4,random_forest,19,0.4874311129846418,COMPLETE,f1
4,random_forest,20,0.4717136489440603,COMPLETE,f1
4,random_forest,21,0.4919610707870176,COMPLETE,f1
4,random_forest,22,0.4871912186645599,COMPLETE,f1
4,random_forest,23,0.4902802111011635,COMPLETE,f1
4,random_forest,24,0.4904841471394359,COMPLETE,f1
4,extra_trees,0,0.23104615549943583,COMPLETE,f1
4,extra_trees,1,0.3468301104610198,COMPLETE,f1
4,extra_trees,2,0.27349974594486626,COMPLETE,f1
4,extra_trees,3,0.36960690069508706,COMPLETE,f1
4,extra_trees,4,0.4170524091339837,COMPLETE,f1
4,extra_trees,5,0.2920775249203127,COMPLETE,f1
4,extra_trees,6,0.2824284266387712,COMPLETE,f1
4,extra_trees,7,0.30575744902993596,COMPLETE,f1
4,extra_trees,8,0.25395112309984397,COMPLETE,f1
4,extra_trees,9,0.3842017122722084,COMPLETE,f1
4,extra_trees,10,0.266056170060023,COMPLETE,f1
4,extra_trees,11,0.3800296690912921,COMPLETE,f1
4,extra_trees,12,0.4309689563851613,COMPLETE,f1
4,extra_trees,13,0.4090745614332721,COMPLETE,f1
4,extra_trees,14,0.45309934372630933,COMPLETE,f1
4,extra_trees,15,0.43715289403387153,COMPLETE,f1
4,extra_trees,16,0.4386281991621095,COMPLETE,f1
4,extra_trees,17,0.3070690937587199,COMPLETE,f1
4,extra_trees,18,0.4520116214495687,COMPLETE,f1
4,extra_trees,19,0.4488903363402023,COMPLETE,f1
4,extra_trees,20,0.45228199176960665,COMPLETE,f1
4,extra_trees,21,0.4515810838144842,COMPLETE,f1
4,extra_trees,22,0.4515292887650521,COMPLETE,f1
4,extra_trees,23,0.457886362654226,COMPLETE,f1
4,extra_trees,24,0.453018357299392,COMPLETE,f1
5,xgboost,0,0.502439157829374,COMPLETE,f1
5,xgboost,1,0.49019068514704567,COMPLETE,f1
5,xgboost,2,0.530575745184881,COMPLETE,f1
5,xgboost,3,0.2382528355224601,COMPLETE,f1
