window_number,model_name,trial_number,trial_value,trial_state,optimization_metric
5,lightgbm,5,0.2382528355224601,COMPLETE,f1
5,lightgbm,6,0.4999314261651953,COMPLETE,f1
5,lightgbm,7,0.2382528355224601,COMPLETE,f1
5,lightgbm,8,0.2382528355224601,COMPLETE,f1
5,lightgbm,9,0.5114691892827966,COMPLETE,f1
5,lightgbm,10,0.5243720822593878,COMPLETE,f1
5,lightgbm,11,0.5304113705694441,COMPLETE,f1
5,lightgbm,12,0.5155811151946498,COMPLETE,f1
5,lightgbm,13,0.5228487858876085,COMPLETE,f1
5,lightgbm,14,0.523631068066433,COMPLETE,f1
5,lightgbm,15,0.49062968797386525,COMPLETE,f1
5,lightgbm,16,0.5072599598226697,COMPLETE,f1
5,lightgbm,17,0.5200709999605153,COMPLETE,f1
5,lightgbm,18,0.5150006349767957,COMPLETE,f1
5,lightgbm,19,0.5291429611305026,COMPLETE,f1
5,lightgbm,20,0.5093273321152306,COMPLETE,f1
5,lightgbm,21,0.5260457814547596,COMPLETE,f1
5,random_forest,0,0.2382528355224601,COMPLETE,f1
5,random_forest,1,0.4514289819181005,COMPLETE,f1
5,random_forest,2,0.34238591277630476,COMPLETE,f1
5,random_forest,3,0.44119237120732285,COMPLETE,f1
5,random_forest,4,0.48996324544398157,COMPLETE,f1
5,random_forest,5,0.3801564232377946,COMPLETE,f1
5,random_forest,6,0.3584959692430551,COMPLETE,f1
5,random_forest,7,0.40366526887740406,COMPLETE,f1
5,random_forest,8,0.2382528355224601,COMPLETE,f1
5,random_forest,9,0.4446945299969986,COMPLETE,f1
5,random_forest,10,0.36387533686809603,COMPLETE,f1
5,random_forest,11,0.37835540449921296,COMPLETE,f1
5,random_forest,12,0.4936485647726417,COMPLETE,f1
5,random_forest,13,0.4975679337767709,COMPLETE,f1
5,random_forest,14,0.4924265777941033,COMPLETE,f1
5,random_forest,15,0.4996809857284465,COMPLETE,f1
5,random_forest,16,0.45861125696974997,COMPLETE,f1
5,random_forest,17,0.4047798039180275,COMPLETE,f1
5,random_forest,18,0.5036766825210965,COMPLETE,f1
5,random_forest,19,0.5044723766478166,COMPLETE,f1
5,random_forest,20,0.4564300059950626,COMPLETE,f1
5,random_forest,21,0.4995896012669787,COMPLETE,f1
5,random_forest,22,0.5005915543123537,COMPLETE,f1
5,random_forest,23,0.49243296361179656,COMPLETE,f1
5,random_forest,24,0.501248444669303,COMPLETE,f1
5,extra_trees,0,0.2382528355224601,COMPLETE,f1
5,extra_trees,1,0.34741513541060526,COMPLETE,f1
5,extra_trees,2,0.27764245316681474,COMPLETE,f1
5,extra_trees,3,0.36834277791877335,COMPLETE,f1
5,extra_trees,4,0.4237025059130269,COMPLETE,f1
5,extra_trees,5,0.3109692019921222,COMPLETE,f1
5,extra_trees,6,0.2807712194414554,COMPLETE,f1
5,extra_trees,7,0.29877996244255084,COMPLETE,f1
5,extra_trees,8,0.25864632069265675,COMPLETE,f1
5,extra_trees,9,0.38199117824362455,COMPLETE,f1
5,extra_trees,10,0.2754535115484969,COMPLETE,f1
5,extra_trees,11,0.36473441821652125,COMPLETE,f1
5,extra_trees,12,0.4339885616333594,COMPLETE,f1
5,extra_trees,13,0.413058385495017,COMPLETE,f1
5,extra_trees,14,0.45578197149813776,COMPLETE,f1
5,extra_trees,15,0.44141682574313945,COMPLETE,f1
5,extra_trees,16,0.44621751566040935,COMPLETE,f1
5,extra_trees,17,0.2944316822917773,COMPLETE,f1
5,extra_trees,18,0.45717759265071284,COMPLETE,f1
5,extra_trees,19,0.45492916008851925,COMPLETE,f1
5,extra_trees,20,0.46045493490654893,COMPLETE,f1
5,extra_trees,21,0.45834369880821696,COMPLETE,f1
5,extra_trees,22,0.45883523735756465,COMPLETE,f1
5,extra_trees,23,0.45936068516259493,COMPLETE,f1
5,extra_trees,24,0.46091161451442625,COMPLETE,f1
