,0,1,2
direction_1b_0,0.23294723294723294,0.5023595023595023,0.2646932646932647
direction_1b_1,0.14964583029063824,0.7021505768949905,0.14820359281437126
direction_1b_2,0.26316431009263774,0.4948196001950268,0.24201608971233546
direction_3b_0,0.6123789064083337,0.2964614324510559,0.09115966114061043
direction_3b_1,0.19638927918135787,0.6050740966570345,0.19853662416160758
direction_3b_2,0.0858326363165651,0.30202732305731467,0.6121400406261202
direction_5b_0,0.7128248828291436,0.22486152535151258,0.062313591819343844
direction_5b_1,0.2084249926125357,0.5784548708014577,0.2131201365860065
direction_5b_2,0.06022302257930461,0.2253428452694279,0.7144341321512675
